type,jan_quit,feb_quit,mar_quit,apr_quit,may_quit,jun_quit,jul_quit,aug_quit,sep_quit,oct_quit,nov_quit,dec_quit,total_quit,jan_m,feb_m,mar_m,apr_m,may_m,jun_m,jul_m,aug_m,sep_m,oct_m,nov_m,dec_m,total_m
การโฆษณา,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมของบริษัทโฆษณา,24,6,15,8,8,17,18,25,25,30,27,94,297,33.6,11.0,34.2908,8.3,9.99,31.2,22.8,44.4,40.25,33.93,36.2,134.745,440.7058
กิจกรรมของตัวแทนขายสื่อโฆษณา,3,2,1,0,2,0,0,3,1,3,4,6,25,14.5,2.0,1.0,0.0,5.0,0.0,0.0,6.906,1.0,55.5,6.5,6.5,98.906
การวิจัยตลาดและการสำรวจความคิดเห็นของประชาชน (ประชามติ),0,1,0,0,1,0,0,0,1,0,2,3,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1,3.0,7.1
กิจกรรมการออกแบบเฉพาะด้าน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมการออกแบบและตกแต่งภายใน,4,1,2,2,4,7,7,3,7,10,7,19,73,3.4,1.0,1.2,6.0,4.5,12.1,12.0,2.1,77.8,30.0,11.2,34.6,195.9
กิจกรรมการออกแบบเฉพาะด้านอื่นๆซึ่งมิได้จัดประเภทไว้ ในที่อื่น,0,0,3,1,1,1,3,5,6,2,3,12,37,0.0,0.0,6.1,1.0,0.1,1.0,6.0,6.0,10.1,0.2,4.0,20.1,54.6
กิจกรรมการถ่ายภาพ,3,0,2,1,0,3,3,1,4,4,1,14,36,1.4,0.0,9.0,5.0,0.0,6.0,1.7636,5.0,10.0,7.6,2.0,10.14,57.9036
กิจกรรมทางวิชาชีพวิทยาศาสตร์และเทคนิคอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมการแปลการแปลความหมายและล่าม,0,1,0,1,1,2,0,0,0,1,1,2,9,0.0,1.0,0.0,1.0,1.0,4.01,0.0,0.0,0.0,1.0,2.0,1.5,11.51
กิจกรรมการให้คำปรึกษาด้านสิ่งแวดล้อม,1,1,0,0,0,1,0,2,2,0,1,0,8,1.0,1.0,0.0,0.0,0.0,0.05,0.0,2.0,1.1,0.0,0.1,0.0,5.25
กิจกรรมทางวิชาชีพวิทยาศาสตร์และเทคนิคอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,1,1,0,3,0,3,1,0,3,2,3,17,0.0,0.1,10.0,0.0,12.0,0.0,3.2,1.0,0.0,3.5,2.0,4.6,36.4
กิจกรรมเกี่ยวกับสัตวแพทย์,0,0,0,0,1,0,2,2,1,1,0,4,11,0.0,0.0,0.0,0.0,5.0,0.0,6.0,6.0,4.0,6.0,0.0,8.0,35.0
การให้เช่าและให้เช่าแบบลีสซิ่งยานยนต์,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การให้เช่าและให้เช่าแบบลิสซิ่งยานยนต์ชนิดนั่งส่วนบุคคล รถกระบะรถตู้และรถขนาดเล็กที่คล้ายกัน,6,4,2,2,3,5,4,3,8,9,8,11,65,14.0,4.5,6.0,16.0,8.0,7.1,9.0,8.0,104.0,13.2,8.0,17.1,214.9
การให้เช่าและให้เช่าแบบลิสซิ่งยานยนต์ชนิดรถบรรทุก และยานยนต์หนักอื่นๆ,0,0,0,0,3,0,1,0,0,0,0,1,5,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,9.0
การให้เช่าและให้เช่าแบบลีสซิ่งสินค้าเพื่อการนันทนาการและการกีฬา,0,0,0,0,2,0,2,0,0,1,0,2,7,0.0,0.0,0.0,0.0,1.4,0.0,5.0,0.0,0.0,5.0,0.0,7.0,18.4
การให้เช่าแถบวีดิทัศน์และแผ่นดิสก์,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การให้เช่าและให้เช่าแบบลิสซิ่งของใช้ส่วนบุคคลและเครื่องใช้ ในครัวเรือนอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การให้เช่าหนังสือ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การให้เช่าของใช้ส่วนบุคคลและของใช้ในครัวเรือนอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,2,0,1,0,0,1,1,0,3,0,4,3,15,1.7,0.0,7.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,24.6,1.3,40.6
การให้เช่าและให้เช่าแบบลีสซิ่งเครื่องจักรอุปกรณ์และสินค้า ที่จับต้องได้อื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางบก (ยกเว้นยานยนต์),0,0,1,0,1,1,1,0,0,1,1,4,10,0.0,0.0,0.5,0.0,1.0,4.0,0.6,0.0,0.0,2.785,4.0,5.1,17.985
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางน้ำ,0,0,0,0,0,0,2,0,3,0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,4.0,16.0
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางอากาศ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ ทางการเกษตรและการป่าไม้,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ ที่ใช้ในการก่อสร้างและงานวิศวกรรมโยธา,1,0,1,1,0,0,2,1,2,1,3,4,16,0.5,0.0,1.0,1.0,0.0,0.0,0.7,2.0,2.0,0.25,8.0,8.0,23.45
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ สำนักงาน,0,0,0,0,1,0,0,0,1,0,0,0,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรอุปกรณ์ และสินค้าที่จับต้องได้อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,1,0,1,0,1,0,3,1,1,1,2,12,1.0,0.25,0.0,72.5,0.0,151.0,0.0,7.28,1.0,3.0,5.0,11.0,252.03
การให้เช่าแบบลิสซิ่งผลิตภัณฑ์ที่มีสินทรัพย์ทางปัญญา และผลิตภัณฑ์ที่คล้ายกันยกเว้นงานที่มีลิขสิทธิ์,1,1,1,0,1,0,3,0,1,4,2,9,23,1.0,1.0,1.0,0.0,2.0,0.0,2.5,0.0,5.0,3.3,2.0,16.5,34.3
บริการเกี่ยวกับสิทธิพิเศษอื่น ๆ,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0
กิจกรรมของสำนักงานจัดหางานหรือตัวแทนจัดหางาน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมของบริษัทตัวแทนและสำนักงานคัดเลือกนักแสดง,0,0,0,0,1,1,3,0,6,0,1,8,20,0.0,0.0,0.0,0.0,1.0,0.01,1.2,0.0,18.3,0.0,4.0,8.1,32.61
กิจกรรมของสำนักงานจัดหางานหรือตัวแทนจัดหางานอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,2,0,0,0,2,1,2,0,0,2,9,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,2.0,16.0
กิจกรรมการให้บริการจ้างงานชั่วคราว,4,3,3,0,5,1,6,6,6,2,5,9,50,4.6,3.0,7.0,0.0,6.5,1.0,5.601,5.2,11.0,3.0,12.5,11.2,70.601
กิจกรรมการจัดหาทรัพยากรมนุษย์อื่นๆ,1,0,0,1,1,0,0,1,4,2,4,5,19,0.1,0.0,0.0,2.0,1.0,0.0,0.0,1.0,7.5,5.0,4.7,4.5,25.8
ตัวแทนธุรกิจการเดินทางธุรกิจจัดนำเที่ยวและบริการสำรอง และกิจกรรมที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ตัวแทนธุรกิจการเดินทางธุรกิจจัดนำเที่ยว,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ตัวแทนธุรกิจการเดินทาง,1,2,0,3,3,4,5,5,1,6,5,18,53,0.5,6.0,0.0,5.5,10.5,3.2,44.5,8.0,5.0,8.6,12.2,43.2,147.2
ธุรกิจจัดนำเที่ยว,13,8,9,14,13,18,23,21,32,30,32,90,303,26.0,19.0,19.8,25.7,16.4,31.8,57.7,35.2,70.624,59.65,47.5999,188.52,597.9939
กิจกรรมบริการสำรองอื่นๆและกิจกรรมที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมของมัคคุเทศก์,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
กิจกรรมบริการสำรองอื่นๆและกิจกรรมที่เกี่ยวข้องซึ่งมิได้ จัดประเภทไว้ในที่อื่น,3,3,0,2,6,2,2,6,5,2,7,20,58,3.0,4.0,0.0,6.0,12.75,6.0,2.0,14.1,5.0,2.0,12.0,30.72,97.57
กิจกรรมการรักษาความปลอดภัยส่วนบุคคล,7,4,2,2,1,4,7,3,7,9,6,22,74,6.25,8.0,6.0,2.0,1.0,8.0,19.5,7.0,18.0,14.34,9.54,42.0,141.63
กิจกรรมการบริการระบบรักษาความปลอดภัย,0,0,0,0,0,3,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,6.5,1.0,0.0,0.0,0.0,0.0,0.0,7.5
กิจกรรมสืบสวน,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
กิจกรรมสนับสนุนการอำนวยความสะดวกแบบเบ็ดเสร็จ,0,0,0,0,0,0,0,0,1,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,1.0,1.01
การบริการทำความสะอาด,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การบริการทำความสะอาดทั่วไปของตัวอาคาร,6,4,5,2,1,4,3,3,2,3,3,17,53,5.1,3.5,6.3,1.5,1.0,7.0,12.0,3.0,1.01,3.6,3.5,20.5,68.00999999999999
การบริการทำความสะอาดสำหรับอาคารและอุตสาหกรรม อื่นๆ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมการทำความสะอาดพื้นผิวภายนอกอาคาร,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมการทำความสะอาดภายในที่ใช้ความชำนาญเฉพาะด้าน,0,0,0,0,0,0,1,0,0,1,1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,2.0,10.0
กิจกรรมการฆ่าเชื้อและกำจัด,2,1,1,1,0,1,2,1,2,1,1,4,17,2.5,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.2,3.0,2.0,2.3,21.0
กิจกรรมการทำความสะอาดสำหรับอาคารและอุตสาหกรรมอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,1,1,0,0,1,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0
การบริการดูแลและบำรุงรักษาภูมิทัศน์,4,3,2,1,4,3,3,3,4,6,4,9,46,3.01,2.5,5.1,0.2,4.0,6.1,7.0,3.6,7.5,147.0,4.52,9.1,199.63
กิจกรรมการบริหารและสนับสนุนสำนักงาน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมบริการเพื่อการบริหารสำนักงานแบบเบ็ดเสร็จ,2,0,1,0,2,2,2,3,4,5,6,9,36,7.5,0.0,1.5,0.0,3.0,2.15,2.0,2.6,3.5,7.1,5.7,11.5,46.55
กิจกรรมการถ่ายเอกสารการเตรียมเอกสารและกิจกรรมเฉพาะด้าน อื่นๆที่สนับสนุนสำนักงาน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การถ่ายเอกสาร,0,0,0,0,1,0,2,0,0,1,0,1,5,0.0,0.0,0.0,0.0,0.3,0.0,2.0,0.0,0.0,1.0,0.0,4.2,7.5
การเตรียมเอกสารและกิจกรรมเฉพาะด้านอื่นๆที่สนับสนุน สำนักงาน,0,0,1,0,0,0,0,1,0,1,0,1,4,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.1
กิจกรรมศูนย์บริการลูกค้าทางโทรศัพท์,0,0,0,0,0,0,0,0,2,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
การจัดประชุมและการแสดงสินค้า,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การจัดการประชุม,3,1,1,6,5,5,6,2,10,10,8,39,96,3.0,1.0,2.0,5.6,5.1,6.0,8.2,2.1,13.6,25.4,5.7,91.9,169.60000000000002
การจัดการแสดงทางธุรกิจและการแสดงสินค้า,6,3,2,0,3,6,6,4,6,3,10,24,73,5.05,25.0,2.0,0.0,3.0,17.0,16.5,7.0,6.0,3.0,11.5,58.9,154.95
กิจกรรมการบริการเพื่อสนับสนุนธุรกิจซึ่งมิได้จัดประเภทไว้ ในที่อื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมของหน่วยงานตัวแทนที่ทำหน้าที่เรียกเก็บเงินและข้อมูล เครดิต,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมของตัวแทนที่ทำหน้าที่เรียกเก็บเงิน,1,0,0,0,0,0,1,0,1,0,2,3,8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,3.3,32.3
กิจกรรมการบริการข้อมูลเครดิต,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมที่เกี่ยวกับการบรรจุภัณฑ์,0,2,1,0,1,1,0,3,0,0,0,0,8,0.0,4.0,2.0,0.0,1.0,0.1,0.0,20.45,0.0,0.0,0.0,0.0,27.55
กิจกรรมการบริการอื่นๆเพื่อสนับสนุนธุรกิจซึ่งมิได้จัดประเภทไว้ ในที่อื่น,5,4,5,6,6,8,7,10,11,16,12,25,115,11.15,5.65,54.5,5.0,7.0,6.05,10.8,38.6,248.1,21.75,8.675,61.6,478.87500000000006
กิจกรรมการบริหารราชการทั่วไป,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การบริหารราชการส่วนท้องถิ่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมด้านการบริการที่ส่งเสริมภาครัฐโดยรวม,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสุขภาพ การศึกษาวัฒนธรรมและการบริการทางสังคมอื่นๆยกเว้น การประกันสังคม,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางการศึกษา,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสุขภาพ,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสิ่งแวดล้อมและที่พักอาศัย,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการด้านกีฬา นันทนาการวัฒนธรรมและศาสนา,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานทางการเกษตรกรรมการป่าไม้การประมง และการล่าสัตว์,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานทางด้านเชื้อเพลิงและพลังงาน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานด้านการขายส่งและการขายปลีก,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานด้านการท่องเที่ยวและบริการที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ การบริหารงานทั่วไปเกี่ยวกับเศรษฐกิจพาณิชย์และแรงงาน,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การต่างประเทศ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมการป้องกันประเทศ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมของตำรวจ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมการจัดระเบียบและความปลอดภัยสาธารณะอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การศึกษาระดับประถมศึกษา,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การศึกษาระดับประถมศึกษาสำหรับเด็กปกติ,0,0,0,0,0,0,0,0,0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,0.0,8.5
การศึกษาระดับประถมศึกษาสำหรับเด็กพิการ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การศึกษาระดับประถมศึกษาโดยวิธีอื่นๆ,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาสำหรับ ผู้เรียนปกติ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาสำหรับ ผู้เรียนพิการ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาโดยวิธีอื่นๆ,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
การศึกษาระดับมัธยมศึกษาประเภทอาชีวศึกษา,0,0,0,1,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,59.6,0.0,59.7
การศึกษาระดับอุดมศึกษา ต่ำกว่าปริญญา,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
การศึกษาระดับอุดมศึกษา ปริญญาตรี,0,0,1,0,0,0,0,0,0,0,1,1,3,0.0,0.0,15.2031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,16.7031
การศึกษาระดับอุดมศึกษา ระดับปริญญาโทขึ้นไป,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
การศึกษาด้านกีฬาและนันทนาการ,1,0,1,1,1,6,6,2,3,4,0,14,39,1.0,0.0,0.8,4.0,2.0,19.0,15.0,5.0,10.0,6.0,0.0,38.7,101.5
กิจกรรมการเรียนการสอนด้านการเต้นรำ,0,0,0,1,0,0,0,0,1,0,0,1,3,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,2.0,7.1
กิจกรรมการเรียนการสอนด้านดนตรี,1,0,0,1,0,1,2,0,0,1,1,1,8,2.0,0.0,0.0,2.0,0.0,1.0,24.0,0.0,0.0,1.0,1.0,2.2,33.2
กิจกรรมการเรียนการสอนด้านศิลปะ,0,0,0,0,0,0,0,1,1,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0
การศึกษาด้านวัฒนธรรมอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,1,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0
การศึกษาอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
กิจกรรมการเรียนการสอนภาษา,1,0,0,3,0,3,5,1,3,2,3,6,27,1.0,0.0,0.0,8.4,0.0,5.45,7.5,0.5,4.2,0.225,6.0,6.1,39.37500000000001
กิจกรรมการเรียนการสอนด้านเทคโนโลยีสารสนเทศ,1,1,0,0,0,1,0,0,0,1,1,3,8,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.5,9.5
กิจกรรมการกวดวิชาทั่วไป,0,0,1,1,3,1,1,3,3,1,1,7,22,0.0,0.0,2.0,2.0,3.06,0.5,0.1,4.0,3.0,1.0,0.7,12.7,29.06
กิจกรรมการเรียนการสอนตัดเสื้อผ้าและเสริมสวย,0,0,0,0,0,1,1,0,1,0,0,0,3,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,6.0
กิจกรรมการเรียนการสอนสปาบำบัด,0,0,0,0,0,0,0,0,0,1,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.2,14.2
กิจกรรมการเรียนการสอนนวด,1,0,0,0,1,0,0,0,0,0,0,0,2,0.55,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55
กิจกรรมการเรียนการสอนขับขี่,0,0,0,0,1,0,0,1,0,1,0,0,3,0.0,0.0,0.0,0.0,66.6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,68.6
การศึกษาอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,2,3,3,2,1,2,5,4,7,4,5,12,50,1.15,5.0,4.0,2.0,0.05,7.1002,14.25,8.9,11.5,13.1,4.5,15.75,87.3002
การบริการที่สนับสนุนการศึกษา,4,5,6,5,2,3,9,6,5,17,3,12,77,3.05,3.896,3.28,3.3,3.0,1.7,10.9,8.55,6.0,22.69,3.0,9.75,79.116
การศึกษาระดับก่อนประถมศึกษาสำหรับเด็กปกติ,0,0,0,0,0,0,0,1,0,1,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.2,0.2,7.4
การศึกษาระดับก่อนประถมศึกษาสำหรับเด็กพิการ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
