name,objective,place_t,plcae_e,place,post_num
บจ.อโรม่ากรีน จำกัด,ประกอบกิจการจำหน่ายอุปกรณ์เครื่องชงกาแฟ เครื่องบด เครื่องปั่นและวัตถุดิบเมล็ดกาแฟ,ต.พลายชุมพล,อ.เมืองพิษณุโลก,จ.พิษณุโลก,65000
บจ.เอนกพง จำกัด,ประกอบกิจการ ให้บริการตัดเย็บเสื้อผ้า,ต.บึงพระ,อ.เมืองพิษณุโลก,จ.พิษณุโลก,65000
บจ.สิงหวัฒน์ เรสซิเดนซ์ จำกัด,ประกอบธุรกิจซื้อ ขาย อสังหาริมทรัพย์ และสังหาริมทรัพย์ บ้านพร้อมที่ดิน สิ่งปลูกสร้าง วัสดุก่อสร้าง,ต.พลายชุมพล,อ.เมืองพิษณุโลก,จ.พิษณุโลก,65000
บจ.สายน้ำ 468 จำกัด,ประกอบกิจการจำหน่ายเครื่องกรองน้ำ อะไหล่และอุปกรณ์ ทุกชนิด,ต.ในเมือง,อ.เมืองพิษณุโลก,จ.พิษณุโลก,65000
บจ.โฉมจันท์ มาร์เก็ตติ้ง จำกัด,ประกอบกิจการขายปลีกเครื่องสำอาง อาหารเสริมเพื่อสุขภาพ เสื้อผ้า ทุกประเภท ทางอินเตอร์เน็ต,ต.เมืองเก่า,อ.เมืองพิจิตร,จ.พิจิตร,66000
บจ.สาริสาบิวดิ้ง จำกัด,ประกอบกิจการก่อสร้างอาคารที่พักอาศัย,ต.วัดป่า,อ.หล่มสัก,จ.เพชรบูรณ์,67110
บจ.อุ๋ยทะเลสด จำกัด,ประกอบกิจการขายปลีก-ขายส่ง อาหารทะเลสด และอาหารทะเลแช่งแข็ง,ต.คลองกระจัง,อ.ศรีเทพ,จ.เพชรบูรณ์,67170
บจ.บีเอฟ คาร์วอช จำกัด,ประกอบกิจการให้บริการซ่อมแซม บำรุงรักษา ตรวจสอบ อัดฉีด พ่นน้ำยากันสนิมสำหรับยานพาหนะทุกประเภท รวมทั้งบริการ ติดตั้ง ตรวจสอบ และแก้ไขอุปกรณ์ ป้องกันวินาศภัยทุกประเภท,ต.พุทธบาท,อ.ชนแดน,จ.เพชรบูรณ์,67150
บจ.ออลเฟรช เอ็กซ์พอร์ต จำกัด,ประกอบกิจการเข้าเป็นผู้ถือหุ้นในบริษัทจำกัด และประกอบกิจการจำหน่ายสินค้าจำพวกกล่องกระดาษ,ต.มะขาม,อ.มะขาม,จ.จันทบุรี,22150
บจ.เอ็นพี21 จำกัด,ประกอบกิจการขายสินค้าทางการเกษตร ปุ๋ย และดินทุกชนิด,ต.เบิกไพร,อ.บ้านโป่ง,จ.ราชบุรี,70110
บจ.รุ่งกมลวัน จำกัด,ประกอบกิจการจำหน่าย น้ำมันเชื้อเพลิง,ต.บ่อพลอย,อ.บ่อพลอย,จ.กาญจนบุรี,71160
บจ.วิคตอเรีย ดีเวลลอป จำกัด,รับเหมาก่อสร้าง,ต.บางพลับ,อ.สองพี่น้อง,จ.สุพรรณบุรี,72110
บจ.เป็นหนึ่ง อิมพอร์ต เอ็กซ์พอร์ต จำกัด,ประกอบกิจการค้า ผัก ผลไม้ หน่อไม้ พริกไทย พืชสวน บุหรี่ ยาเส้น เครื่องดื่ม น้ำดื่ม น้ำแร่ น้ำผลไม้ สุรา เบียร์ อาหารสด อาหารแห้ง อาหารสำเร็จรูป อาหารทะเลบรรจุกระป๋อง เครื่องกระป๋อง เครื่องปรุงรสอาหาร น้ำซอส น้ำตาล น้ำมันพืช อาหารสัตว์ และเครื่องบริโภคอื่น,ต.จรเข้สามพัน,อ.อู่ทอง,จ.สุพรรณบุรี,71170
บจ.เอลินน์ ลาบอราโทรี จำกัด,ประกอบกิจการผลิต รับจ้างผลิต จำหน่ายและนำเข้าส่งออก เครื่องสำอาง เวชสำอาง,ต.สนามจันทร์,อ.เมืองนครปฐม,จ.นครปฐม,73000
บจ.บีเจพี อิเล็คทริคไบค์ เจแปน จำกัด,ประกอบกิจการ นำเข้า ส่งออก ซื้อ ขาย รถจักรยาน รถจักรยานไฟฟ้า รถจักรยานยนต์ รถจักรยานยนต์ ไฟฟ้า รถยนต์ และยานพาหนะอื่นๆที่เกี่ยวข้องทุกประเภท,ต.คลองโยง,อ.พุทธมณฑล,จ.นครปฐม,73170
บจ.โคโค่ฮับส์ จำกัด,ประกอบกิจการร้านขายปลีกอาหารอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,ต.งิ้วราย,อ.นครชัยศรี,จ.นครปฐม,73120
บจ.ดีดีการ์เด้นส์ แอนด์ คอน จำกัด,ประกอบกิจการบริการจัดสวน ดูแลต้นไม้ รับปลูก จัดหา ผลิต และจำหน่ายไม้ล้อมไม้ประดับ,ต.ห้วยพลู,อ.นครชัยศรี,จ.นครปฐม,73120
บจ.เจริญกิจธานิน จำกัด,ประกอบกิจการขายปลีกทางอินเทอร์เน็ต,ต.นครปฐม,อ.เมืองนครปฐม,จ.นครปฐม,73000
บจ.บ้านเติม8กรุ๊ป จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย สถานที่ทำการ ถนน สะพาน,ต.สนามจันทร์,อ.เมืองนครปฐม,จ.นครปฐม,73000
บจ.จารุชัย แลนด์  แอนด์ พร็อพเพอร์ตี้ กรุ๊ป จำกัด,ประกอบกิจการธุรกิจบริการด้านอสังหาริมทรัพย์ ซื้อ ขาย ให้เช่า อสังหาริมทรัพย์ทุกชนิด รวมทั้งจัดซื้อที่ดิน,ต.บางเลน,อ.บางเลน,จ.นครปฐม,73130
บจ.เดอะ บั้บ โคเรีย จำกัด,ขาย โอน จำนอง แลกเปลี่ยน และจำหน่ายอสังหาริมทรัพย์ทุกประเภท,ต.ศาลายา,อ.พุทธมณฑล,จ.นครปฐม,73170
บจ.เอสพีดี อิงค์ (ประเทศไทย) จำกัด,ประกอบกิจการค้าเคมีภัณฑ์ทางอุตสาหกรรม ทุกประเภท,ต.กระทุ่มล้ม,อ.สามพราน,จ.นครปฐม,73220
บจ.ทวีสมุทร จำกัด,รับเหมาก่อสร้างอาคาร อาคารพาณิชย์,ต.มหาชัย,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.แฮปปี้เวลท์ ริช กรุ๊ป จำกัด,บริการฝึกการขายตรงและจัดการการตลาด รับจัดสัมมนา,ต.มหาชัย,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.ธนดล แมชชินเนอรี (ไทยแลนด์)  จำกัด,รับจ้างขุดลอกคูคลองลำห้วยบึงงานแก้มลิงขุดสระน้ำทุกประเภทรวมถึงงานก่อสร้างอ่างเก็บน้ำและเขื่อนทุกชนิด,ต.คอกกระบือ,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.โฟร์เวลท์  จำกัด,ผลิตและจำหน่ายบรรจุภัณฑ์ขวดพลาสติกต่างๆ,ต.ตลาดกระทุ่มแบน,อ.กระทุ่มแบน,จ.สมุทรสาคร,74110
บจ.เอกพันล้าน จำกัด,ประกอบกิจการด้านโรงพิมพ์ ผลิตและจำหน่ายฉลาก สติกเกอร์ กล่อง บรรจุภัณฑ์ ป้าย สิ่งพิมพ์,ต.ตลาดกระทุ่มแบน,อ.กระทุ่มแบน,จ.สมุทรสาคร,74110
บจ.สหมหาชัย การค้า จำกัด,การรับจ้างขุดลอกคูคลองลำห้วยบึงงานแก้มลิงขุดสระน้ำอ่างเก็บน้ำเขื่อน ทุกชนิด พร้อมปรับภูมิทัศน์,ต.คอกกระบือ,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.ชาเย็น เอสเตท จำกัด,ประกอบกิจการโรงแรม,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.เอ็ม.เจ.ไอ.บี. จำกัด,การขายส่งเครื่องสำอาง,ต.บางน้ำจืด,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.รักษาความปลอดภัย พี เอส อินเตอร์การ์ด จำกัด,ประกอบธุรกิจเกี่ยวกับรักษาความปลอดภัยให้กับภาครัฐและเอกชนทุกประเภท,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.ทริปเปิ้ล จี กรุ๊ป จำกัด,ประกอบกิจการรับจ้างออกแบบตกแต่งภายใน,ต.คอกกระบือ,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.ที.เอ็น.เค. แอนด์ ที.เค. ซัคเซส จำกัด,การขายส่งเครื่องสำอาง,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.ริชเมท อินเตอร์เทรด จำกัด,ประกอบกิจการส่งออก สินค้า อุปโภค บริโภค และอื่นๆ,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.อีซี่ คอนสตรัคชั่น จำกัด,ร้านขายปลีกวัสดุก่อสร้างหลายชนิดรวมถึงวัสดุอุปกรณ์และเครื่องมือชนิดนำไปใช้ทำงานได้ด้วยตัวเอง,ต.พันท้ายนรสิงห์,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.อีพีแอลโอ อินเตอร์เนชั่นแนล จำกัด,"ประกอบกิจการ ขายสินค้าออนไลน์ เช่น shopee, lazada, JD Central",ต.บางน้ำจืด,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.เอ็มพลัส เทรดดิ้ง (2024) จำกัด,"ประกอบกิจการ นำเข้า , ส่งออก , น้ำผลไม้ , สุรา , ไวน์ , น้ำผลไม้ที่มีส่วนผสมของแอลกอฮอล์ อาหารสด , อาหารแปรรูปทุกชนิด",ต.โคกขาม,อ.เมืองสมุทรสาคร,จ.สมุทรสาคร,74000
บจ.เอ เอ็ม เอ็ม 111 จำกัด,รับเป็นออแกไนซ์,ต.แหลมผักเบี้ย,อ.บ้านแหลม,จ.เพชรบุรี,76110
บจ.บูรฮาน โกทฟาร์ม จำกัด,ประกอบกิจการค้าสัตว์มีชีวิต เนื้อสัตว์ชำแหละ เนื้อสัตว์แช่แข็ง และเนื้อสัตว์บรรจุกระป๋อง  ผลิตภัณฑ์จากสัตว์ เช่น นม หนัง กระดูก เขา และอื่น ๆ,ต.สามพระยา,อ.ชะอำ,จ.เพชรบุรี,76120
บจ.เก็ท อินสตอลเลชั่น ทีม  จำกัด,ประกอบกิจการบริหารงานทั่วไป การวางแผนทางธุรกิจ การสนับสนุนด้านเทคนิค,ต.หนองแก,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.เรด ทิวลิป โฮลดิ้งส์ จำกัด,เข้าเป็นหุ้นส่วนจำกัดความรับผิดในห้างหุ้นส่วนจำกัด เป็นผู้ถือหุ้นในบริษัทจำกัดและบริษัทมหาชนจำกัด,ต.หนองแก,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.กรีน เอนเนอร์จี เทคโนโลยี อินเตอร์เกรเตอร์ส ทูเดย์ อาร์.โอ.เอช. จำกัด,ประกอบกิจการจัดหาแหล่งเงินทุน และเงินกู้ระยะยาวให้กับบริษัทในเครือ,ต.หนองแก,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.เริ่มต้นใหม่ เอ็นเตอร์ไพร์ส จำกัด,ประกอบกิจการขายซื้อ เช่าเช่าซื้อ ให้เช่าที่ดิน หมู่บ้านจัดสรร บ้านพักอาศัย รวมทั้งสังหาริมทรัพย์,ต.หัวหิน,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.ทิวลิป ทะเล จำกัด,ประกอบกิจการ ซื้อ ขาย เช่า ให้เช่าสังหาริมทรัพย์ และอสังหาริมทรัพย์,ต.หัวหิน,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.น้ำเย็น จำกัด,ประกอบกิจการเกี่ยวกับอสังหาริมทรัพย์,ต.หนองแก,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.กอล์ฟ บุ๊คกิ้ง (ไทยแลนด์) จำกัด,ให้คำปรึกษา และ บริการเกี่ยวกับห้องพัก,ต.หินเหล็กไฟ,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.หาดปราณ เอสเตท จำกัด,เป็นนายหน้าตัวแทน ตัวแทนค้าต่างในกิจการและธุรกิจทุกประเภท เว้นแต่ในธุรกิจประกันภัย การหาสมาชิกให้สมาคม และการค้าหลักทรัพย์,ต.ปากน้ำปราณ,อ.ปราณบุรี,จ.ประจวบคีรีขันธ์,77220
บจ.หาดปราณ พร็อพเพอร์ตี้ จำกัด,เป็นนายหน้าตัวแทน ตัวแทนค้าต่างในกิจการและธุรกิจทุกประเภท เว้นแต่ในธุรกิจประกันภัย การหาสมาชิกให้สมาคม และการค้าหลักทรัพย์,ต.ปากน้ำปราณ,อ.ปราณบุรี,จ.ประจวบคีรีขันธ์,77220
บจ.กรีน ลีฟ พร็อพเพอร์ตี้ จำกัด,การปลูกพืชอื่นๆ ประเภทเครื่องเทศเครื่องหอมยารักาษาโรคและพืชทางเภสัชภัณฑ์ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,ต.ปากน้ำปราณ,อ.ปราณบุรี,จ.ประจวบคีรีขันธ์,77220
บจ.เจดับเบิ้ลยู เรียล เอสเตท อินเตอร์เนชั่นแนล (ไทยแลนด์) จำกัด,ประกอบกิจการด้านการตลาดอสังหาริมทรัพย์ การจัดการ การเช่าซื้อ การบริหารสินทรัพย์,ต.หินเหล็กไฟ,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.หัตถาทอง นวดแผนไทย แอนด์ สปา จำกัด,ประกอบกิจการให้บริการนวดเพื่อสุขภาพ นวดแผนไทยและสปา,ต.หัวหิน,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.เอ็กซ์ แพทส์ แท็กซ์ เซอร์วิส โซลูชั่น จำกัด,ประกอบกิจการให้บริการช่วยเหลือให้คำปรึกษาเกี่ยวกับเอกสารสำหรับชาวต่างชาติที่อาศัยอยู่ในประเทศไทย,ต.หัวหิน,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.จัมเบิล จังเกิ้ล จำกัด,ประกอบกิจการโรงแรม ภัตตาคาร บาร์ ไนท์คลับ,ต.หนองแก,อ.หัวหิน,จ.ประจวบคีรีขันธ์,77110
บจ.บ้านสอนภาษามิลเลอร์ จำกัด,ดำเนินการเกี่ยวกับกิจการของโรงเรียนนอกระบบในหลักสูตรต่างๆให้สอดคล้องกับข้อกำหนดของโรงเรียนนอกระบบ,ต.เกาะหลัก,อ.เมืองประจวบคีรีขันธ์,จ.ประจวบคีรีขันธ์,77000
บจ.กัปตันชิชา จำกัด,ร้านขายปลีกอาหารอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,ต.ร่อนพิบูลย์,อ.ร่อนพิบูลย์,จ.นครศรีธรรมราช,80130
บจ.โอโซน อินฟินิตี้ จำกัด,ประกอบกิจการโรงแรม ภัตตาคาร บาร์ ไนท์คลับ,ต.ปากพนังฝั่งตะวันออก,อ.ปากพนัง,จ.นครศรีธรรมราช,80140
บจ.โมโตกระบี่ จำกัด,ประกอบกิจการให้บริการเช่ารถ,ต.อ่าวนาง,อ.เมืองกระบี่,จ.กระบี่,81180
บจ.แพ็ตตี้ ซีเคร็ท การ์เด้น จำกัด,ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม,ต.ศาลาด่าน,อ.เกาะลันตา,จ.กระบี่,81150
บจ.กรุงเทพอ่าวลึก จำกัด,ประกอบกิจการรับซื้อ สั่งทำ จำหน่าย ขายฝากทองรูปพรรณ  นาก เงิน เพชรพลอย และอัญมณี,ต.อ่าวลึกเหนือ,อ.อ่าวลึก,จ.กระบี่,81120
บจ.โซลูเทล เซอร์วิส  จำกัด,ประกอบกิจการ จำหน่ายอุปกรณ์สื่อสาร วางระบบสื่อสาร และติดตั้งระบบโครงข่ายโทรคมนาคมทุกชนิด,ต.หนองทะเล,อ.เมืองกระบี่,จ.กระบี่,81180
บจ.เคบับ ฮีโร่ จำกัด,ประกอบกิจการ ร้านอาหาร จำหน่ายอาหารและเครื่องดื่ม,ต.ศาลาด่าน,อ.เกาะลันตา,จ.กระบี่,81150
บจ.รังนกเพชร จำกัด,การขายส่งอาหารเครื่องดื่มและยาสูบโดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง,ต.ปลายพระยา,อ.ปลายพระยา,จ.กระบี่,81160
บจ.เอ็มเคที ออฟฟิศ จำกัด,ประกอบกิจการ ค้ากระดาษ อุปกรณ์เครื่องเขียน แบบเรียน แบบพิมพ์หนังสือ วัสดุอุปกรณ์สำนักงงาน เครื่องใช้สำนักงาน เครื่องมือสื่อสารคอมพิวเตอร์ รวมทั้งอุปกรณ์และอะไหล่ของสินค้าดังกล่าว,ต.ปากน้ำ,อ.เมืองกระบี่,จ.กระบี่,81000
บจ.ซันนี่ กระบี่ จำกัด,ประกอบกิจการซื้อและขายอสังหาริมทรัพย์ที่เป็นของตนเองเพื่อที่พักอาศัย,ต.ศาลาด่าน,อ.เกาะลันตา,จ.กระบี่,81150
บจ.เอ็ม เค บี คอนสตรัคชั่น จำกัด,ประกอบกิจการรับเหมาก่อสร้าง,ต.นบปริง,อ.เมืองพังงา,จ.พังงา,82000
บจ.แพนด้าเปย์1688 จำกัด,ประกอบกิจการ บริการฝากจ่าย ฝากสั่ง สินค้าจากประเทศจีน,ต.บางนายสี,อ.ตะกั่วป่า,จ.พังงา,82110
บจ.บลู ดรีม  จำกัด,ประกอบกิจการค้าอสังหาริมทรัพย์ บ้าน ที่ดิน,ต.ป่าคลอก,อ.ถลาง,จ.ภูเก็ต,83110
บจ.อินเนพโต้ จำกัด,ประกอบกิจการร้านอาหารและเครื่องดื่ม ทุกชนิด,ต.กะรน,อ.เมืองภูเก็ต,จ.ภูเก็ต,83100
บจ.ซิลค์โรด อิมพอร์ต แอนด์ เอ็กซ์พอร์ต จำกัด,ประกอบกิจการค้าสัตว์น้ำมีชีวิต และแช่แข็ง,ต.ไม้ขาว,อ.ถลาง,จ.ภูเก็ต,83140
บจ.อาร์ท แมนชั่น จำกัด,ประกอบกิจการให้บริการห้องพัก หรือที่พักอาศัยทั้งรายวันและรายเดือน,ต.ป่าตอง,อ.กะทู้,จ.ภูเก็ต,83150
บจ.อลูชาร์ค จำกัด,ประกอบกิจการจำหน่ายรถยนต์มือสอง และบริการซ่อมแซมรถยนต์,ต.เกาะแก้ว,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.ไวท์ ลีออน จำกัด,ประกอบกิจการจำหน่ายผลิตภัณฑ์บำรุงผิว,ต.กะทู้,อ.กะทู้,จ.ภูเก็ต,83120
บจ.เรสซิเด็นซ์ เอ็ม ภูเก็ต จำกัด,ประกอบกิจการ การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเอง เพื่อการพักอาศัย,ต.เพ,อ.เมืองระยอง,จ.ระยอง,21160
บจ.บูมเมอแรง แอนด์ โค จำกัด,ประกอบกิจการให้บริการเช่ารถยนต์ รถจักรยานยนต์ ทุกชนิด,ต.เชิงทะเล,อ.ถลาง,จ.ภูเก็ต,83110
บจ.เนตรติพัฒน์ คอนสทรัคชั่น จำกัด,ประกอบกิจการก่อสร้างอาคารที่พักอาศัย,ต.รัษฎา,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.จูแมนจิ สวิม คลับ จำกัด,ประกอบกิจการให้คำปรึกษาและคำแนะนำเกี่ยวกับการเรียนการสอนและการจัดการแสดงให้กับนักแสดงหนัง,ต.ราไวย์,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.อาร์.ซี.พี. ลอร์ ออฟฟิศ จำกัด,ประกอบกิจการประเภทให้บริการรับเป็นทีปรึกษาและให้คำแนะนำปัญหาเกี่ยวกับด้านกฎหมาย ทนายความ,ต.กะทู้,อ.กะทู้,จ.ภูเก็ต,83120
บจ.ไฮ ดู๊ด จำกัด,ประกอบกิจการบริการด้านเครื่องดื่มที่มีแอลกอฮอล์เป็นหลักในร้าน,ต.เชิงทะเล,อ.ถลาง,จ.ภูเก็ต,83110
บจ.ทีอาร์บี กรีน  จำกัด,กิจกรรมของตัวแทนและนายหน้าอสังหาริมทรัพย์โดยได้รับ ค่าตอบแทนหรือตามสัญญาจ้าง,ต.ฉลอง,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.ทรัพย์ ภูเก็ต แท็กซี่ แอนด์ ทัวร์ จำกัด,ธุรกิจจัดนำเที่ยว,ต.วิชิต,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.อาร์ต เพลส จำกัด,กิจกรรมของตัวแทนและนายหน้าอสังหาริมทรัพย์โดยได้รับ ค่าตอบแทนหรือตามสัญญาจ้าง,ต.วิชิต,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.จูแมนจิ แดนซ์ จำกัด,ประกอบกิจการเป็นตัวแทนและนายหน้าในการซื้อ การขาย การเช่า การจัดการและตีราคา อสังหาริมทรัพย์ โดยได้รับค่าตอบแทนหรือโดยการทำสัญญา ยกเว้นกิจการประกันภัย การหาสมาชิกให้สมาคม และการค้าหลักทรัพย์,ต.ราไวย์,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.จูแมนจิ ฟิตเนส จำกัด,ประกอบกิจการให้คำปรึกษาและคำแนะนำเกี่ยวกับการเรียนการสอนและการจัดการแสดงให้กับนักแสดงหนัง,ต.ราไวย์,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.กัญชา บุรี จำกัด,ประกอบกิจการขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์,ต.ราไวย์,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.เรียลเอสเตท คอมเพล็กซ์ จำกัด,การก่อสร้างอาคารที่พักอาศัย,ต.เชิงทะเล,อ.ถลาง,จ.ภูเก็ต,83110
บจ.เศรษฐีใหม่ โกลด์ จำกัด,การขายปลีกสินค้าอื่นๆในร้านค้าทั่วไป,ต.วิชิต,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.พี แอนด์ แอล เอนเทอร์ไพรส์ จำกัด,การผลิตกาแฟ,ต.พระธาตุ,อ.เชียงกลาง,จ.น่าน,55160
บจ.ลักซูรี่ เอ็กคลูซีฟ เรียล เอสเตท จำกัด,กิจกรรมของตัวแทนและนายหน้าอสังหาริมทรัพย์โดยได้รับ ค่าตอบแทนหรือตามสัญญาจ้าง,ต.ราไวย์,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.เอคเลอร์ ทราเวล จำกัด,ประกอบกิจการให้เช่ารถยนต์ รถมอเตอร์ไซด์ ทุกชนิด,ต.ฉลอง,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.เอฟแอนด์บี โปร จำกัด,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,ต.กมลา,อ.กะทู้,จ.ภูเก็ต,83150
บจ.โบท คลับ   จำกัด,ประกอบกิจการ เช่า ให้เช่า อสังหาริมทรัพย์ สำหรับการดำเนินธุรกิจตามวัตถุประสงค์,ต.เกาะแก้ว,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.ซีเอชแอล มิกซ์ จำกัด,การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรอุปกรณ์ และสินค้าที่จับต้องได้อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่นๆ,ต.เกาะแก้ว,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.พุชไวส์ จำกัด,ประกอบกิจการให้คำปรึกษาทางธุรกิจด้านการตลาด,ต.ตลาดใหญ่,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.ยิยิ 22 พร็อพเพอร์ตี้ จำกัด,การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเอง เพื่อการพักอาศัย,ต.ฉลอง,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.โฮม ไอคิว โซลูชั่นส์ จำกัด,ร้านขายปลีกอุปกรณ์ไฟฟ้าสำหรับให้แสงสว่าง,ต.ไม้ขาว,อ.ถลาง,จ.ภูเก็ต,83140
บจ.แอกซิส ทัวริซึม จำกัด,ธุรกิจจัดนำเที่ยว,ต.เกาะแก้ว,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.สามเจ็ด จำกัด,ประกอบกิจการซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเองเพื่อการพักอาศัย,ต.กะทู้,อ.กะทู้,จ.ภูเก็ต,83120
บจ.เทนโคล จำกัด,ประกอบกิจการซื้อ ขาย เช่า ให้เช่า พัฒนาอสังหาริมทรัพย์,ต.ราไวย์,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.คริสตัล โวยาจ จำกัด,ประกอบกิจการนำเที่ยว นำเที่ยวทางเรือ รับเป็นตัวแทนในการนำเที่ยว รวมทั้งธุรกิจที่เกี่ยวข้องกับธุรกิจนำเที่ยวทุกชนิด,ต.เกาะแก้ว,อ.เมืองภูเก็ต,จ.ภูเก็ต,83000
บจ.โคยา ไอซ์-ครีม จำกัด,ประกอบกิจการผลิตไอศกรีมและจำหน่ายขายปลีก-ขายส่ง ไอศกรีม,ต.ราไวย์,อ.เมืองภูเก็ต,จ.ภูเก็ต,83130
บจ.เอ็กซ์ทรีม อินดัสทรีส์ จำกัด,เป็นนายหน้า ตัวแทนซื้อขายสังหาริมทรัพย์และอสังหาริ,ต.บ่อผุด,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84320
บจ.บ่อกุ้ง วิลล่า จำกัด,ประกอบกิจการให้เช่าอสังหาริมทรัพย์ทุกประเภท,ต.บ่อผุด,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84320
บจ.แค็สเทล จำกัด,ประกอบกิจการนำเที่ยว รวมทั้งธุรกิจที่เกี่ยวข้องกับการท่องเที่ยวทุกชนิด,ต.บ่อผุด,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84320
บจ.ฟลาวเวอร์ พาราไดซ์ จำกัด,ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม,ต.มะเร็ต,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84310
บจ.รักษาความปลอดภัย ทีพีเอส จำกัด,ประกอบกิจการรักษาความปลอดภัย,ต.มะขามเตี้ย,อ.เมืองสุราษฎร์ธานี,จ.สุราษฎร์ธานี,84000
บจ.ทีวู้ด แฟกเทอรี่2017 จำกัด,ประกอบกิจการโรงงานผลิตไม้ยางพาราแปรรูป,ต.ท่าอุแท,อ.กาญจนดิษฐ์,จ.สุราษฎร์ธานี,84160
บจ.แอ็ทโมสเฟียร์ สมุย จำกัด,ประกอบกิจการซื้อ ขาย ให้เช่า สังหาริมทรัพย์ และอสังหาริมทรัพย์อย่างอื่นทุกชนิด,ต.บ่อผุด,อ.เกาะสมุย,จ.สุราษฎร์ธานี,84320
บจ.เฟฟ ฟู้ด รีเทล จำกัด,ประกอบกิจการร้านอาหารและเครื่องดื่ม,ต.มะขามเตี้ย,อ.เมืองสุราษฎร์ธานี,จ.สุราษฎร์ธานี,84000
บจ.อีคลิปตัน จำกัด,ประกอบกิจการบริหารจัดการจัดสรรดูแลที่พักอาศัย เช่น โรงแรม รีสอร์ท บังกะโล,ต.เกาะพะงัน,อ.เกาะพะงัน,จ.สุราษฎร์ธานี,84280
