name,objective,office,place_t,place_e,place,post_num
บจ.เจแอนด์เอ กระจกอลูมิเนียม จำกัด,ประกอบกิจการรับติดตั้ง ออกแบบกระจกอลูมิเนียม กระจกแผ่น กระจกหน้าต่าง กระจกประตุ,142  หมู่บ้าน บ้านคลองน้ำใส หมู่ที่ 2,ต.โคกปี่ฆ้อง,อ.เมืองสระแก้ว,จ.สระแก้ว,27000
บจ.คลังงาม 519 จำกัด,ประกอบกิจการซื้อ ขาย จำหน่าย ค้าปลีก ค้าส่ง อาหาร เครื่องดื่ม ผลิตภัณฑ์เสริมอาหาร เครื่องสำอาง ผลิตภัณฑ์ดูแลผิวพรรณ  และผลิตภัณฑ์ความงามทุกชนิด,250  หมู่ที่ 9,ต.วังน้ำเย็น,อ.วังน้ำเย็น,จ.สระแก้ว,27210
บจ.ล้านช้าง ฟู้ดส์ จำกัด,ประกอบกิจการส่งออกไปจำหน่ายยังต่างประเทศในผลิตภัณฑ์อาหารสำเร็จรูป อาหารทะเลแปรรูป ไส้กรอก ลูกชิ้น จ๊อไก่แช่แข็ง ฯลฯ,319/1  หมู่ที่ 5,ต.ห้วยโจด,อ.วัฒนานคร,จ.สระแก้ว,27160
บจ.เพิ่ม ทรัพย์ศิริ888 จำกัด,ประกอบกิจการค้าปลีก และค้าส่งหลอดไฟพลังงานแสงอาทิตย์ รวมทั้งอะไหล่ และส่วนประกอบของสินค้าดังกล่าวทุกชนิด,56  หมู่ที่ 6,ต.ศาลาลำดวน,อ.เมืองสระแก้ว,จ.สระแก้ว,27000
บจ.วัฒนา โกลบอล จำกัด,เข้าเป็นหุ้นส่วนจำกัดความรับผิดในห้างหุ้นส่วนจำกัด เป็นผู้ถือหุ้นในบริษัทจำกัด และบริษัทมหาชนจำกัด,88/8  หมู่ที่ 6,ต.กลางดง,อ.ปากช่อง,จ.นครราชสีมา,30320
บจ.โค้ดลีกส์ จำกัด,ประกอบกิจการให้บริการพัฒนาศักยภาพบุคคล คณะบุคคล บุคลากรขององค์กรเอกชนและองค์กรของรัฐ เกี่ยวกับการพัฒนาซอฟแวร์ ความรู้เกี่ยวกับเทคโนโลยีสารสนเทศ โดยฝึกอบรมผ่านทางออนไลน์หรือสถานที่จัดฝึกอบรม รวมถึงกิจกรรมค่ายพัฒนาศักยภาพบุคลากรและ กิจกรรมอื่นๆที่เกี่ยวข้องในประเภทเดียวกัน ทั้งนี้ไม่ใช่ธุรกิจขายตรงและการตลาดแบบตรง,795  หมู่ที่ 5,ต.หนองจะบก,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.กรีนเอิร์ธ พาวเวอร์ ซิสเต็มส์ จำกัด,นำเข้า วัสดุชิ้นส่วนประกอบเกี่ยวกับโคมไฟ เตาเผาขยะ เครื่องแปลงขยะ อินทรีย์เป็นดินอินทรีย์และจำหน่าย วัสดุที่เกี่ยวข้องกับพลังงาน และรักษาสิ่งแวดล้อม,340/50  หมู่ที่ 6,ต.หมื่นไวย,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.เพรชสยามอุตสาหกรรมการเกษตร (ประเทศไทย) จำกัด,ประกอบกิจการค้า ผัก ผลไม้ หน่อไม้ พริกไทย พืชสวน บุหรี่ ยาเส้น เครื่องดื่ม น้ำดื่ม น้ำแร่ น้ำผลไม้ สุรา เบียร์ อาหารสด อาหารแห้ง อาหารสำเร็จรูป อาหารทะเลบรรจุกระป๋อง เครื่องกระป๋อง เครื่องปรุงรสอาหาร น้ำซอส น้ำตาล น้ำมันพืช อาหารสัตว์ และเครื่องบริโภคอื่น,9  หมู่ที่ 12,ต.กระทุ่มราย,อ.ประทาย,จ.นครราชสีมา,30180
บจ.บี ควีน เมดิคอล จำกัด,ประกอบกิจการจำหน่าย เครื่องมือและอุปกรณ์ทางการแพทย์ทุกชนิด ทุกประเภท,234/180  หมู่ที่ 3,ต.ตลาด,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.โนริโกะ ทรีซิกซ์ไนน์ จำกัด,"ประกอบกิจการผลิตและจำหน่ายอาหาร เครื่องดื่ม บะหมี่กึ่งสำเร็จรูป อาหารแปรรูป ผลิตภัณฑ์อาหารพื้นเมือง ร้านกาแฟและเบเกอรี่ ทั้งในและต่างประเทศ, ประกอบกิจการค้าปลีกและค้าส่งผ่านระบบอินเทอร์เน็ต (E-Commerce), นำเข้าและส่งออกสินค้าตามวัตถุประสงค์, ให้บริการด้านเทคโนโลยีสารสนเทศ สื่อโฆษณา คอนเทนต์ดิจิทัล การประชาสัมพันธ์ออนไลน์, และให้บริการขนส่ง บริหารจัดการด้านโลจิสติกส์ และการจัดการคลังสินค้า",666/36  หมู่บ้าน เดอะเบสท์ 3 หมู่ที่ 1 ถนนมิตรภาพ,ต.โคกกรวด,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30280
บจ.สมาร์ท พิโก จำกัด,ประกอบธุรกิจสินเชื่อรายย่อยระดับจังหวัดภายใต้การกำกับ (สินเชื่อพิโกไฟแนนซ์) (เมื่อได้รับอนุญาตจากหน่วยงานที่เกี่ยวข้องแล้ว),252  หมู่ที่ 12,ต.บ้านใหม่,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.แสนดีเภสัช จำกัด,ประกอบกิจการค้า ยา ยารักษาโรค เภสัชภัณฑ์ เคมีภัณฑ์ เครื่องมือแพทย์ เครื่องมือเครื่องใช้ทางวิทยาศาสตร์ ปุ๋ย ยาปราบศัตรูพืช ยาบำรุงพืชและสัตว์ทุกชนิด,145  หมู่ที่ 1,ต.โคกสูง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30310
บจ.พีพีดับบลิว ไฮเวย์ไลท์เทค จำกัด,ประกอบกิจการรับเหมาก่อสร้าง ติดตั้ง และงานกรมทางหลวงทุกชนิด,295  หมู่ที่ 2,ต.โคกกรวด,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30280
บจ.วสุธารา คอร์ปอเรชั่น จำกัด,เข้าเป็นหุ้นส่วนจำกัดความรับผิดในห้างหุ้นส่วนจำกัด เป็นผู้ถือหุ้นในบริษัทจำกัด และบริษัทมหาชนจำกัด,88/8  หมู่ที่ 6,ต.กลางดง,อ.ปากช่อง,จ.นครราชสีมา,30320
บจ.เบญจนาคี คอร์ปอเรชั่น จำกัด,ประกอบกิจการเป็นตัวแทนจำหน่าย นายหน้าจำหน่าย หรือผู้จัดจำหน่ายสินค้าอุปโภคบริโภค ผลิตภัณฑ์สุขภาพ ผลิตภัณฑ์อาหารเสริม เครื่องใช้ไฟฟ้าภายในครัวเรือน และผลิตภัณฑ์ความงามทุกชนิด,44  หมู่ที่ 5,ต.หนองจะบก,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.เอ็มซิกส์พาวเวอร์ จำกัด,ประกอบกิจการก่อสร้าง พัฒนา ปรับปรุง บริหาร และดำเนินงานสถานีอัดประจุไฟฟ้า อาคาร สิ่งปลูกสร้าง ลานจอดรถ ระบบ สาธารณูปโภค โครงสร้างหลังคาโซลาร์เซลล์ และสิ่งอำนวยความสะดวกอื่นใดที่เกี่ยวข้องกับกิจการของบริษัท,75/1  ถนนมหาชัย,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.มีสุขไม่ จำกัด,ประกอบกิจการค้า บรรจุภัณฑ์ และวัตถุดิบเบเกอรี่,357/2  ถนนมิตรภาพ,ต.หนองสาหร่าย,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.เกษตรพูนทรัพย์ ซัพพลาย จำกัด,ประกอบกิจการค้าขายส่งและปลีกปุ๋ยทางการเกษตร,9/4  หมู่ที่ 12,ต.หนองระเวียง,อ.พิมาย,จ.นครราชสีมา,30110
บจ.อนันตบารมี 888 จำกัด,ประกอบกิจการผลิตและจัดจำหน่ายสินค้าด้านสุขภาพและผลิตภัณฑ์สปาครบวงจร,73/2  หมู่ที่ 4,ต.บิง,อ.โนนสูง,จ.นครราชสีมา,30160
บจ.168 เอสเอ็ม คอนสตรัคชั่น จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,23  หมู่ที่ 12,ต.เมืองพลับพลา,อ.ห้วยแถลง,จ.นครราชสีมา,30240
บจ.ช.ช่างตั้งใจ จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,64  ซอย นิคมลำตะคอง3 ถนนนิคมลำตะคอง,ต.หนองสาหร่าย,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.แสงทิพย์สร้างบ้าน จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,90/1  ถนนเทศบาล 26,ต.ปากช่อง,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.ซีเอสเอ็น ฟาร์มมิ่ง จำกัด,ประกอบกิจการเลี้ยงสัตว์,288/1  ถนนพลแสน,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.เคเคเคพี จำกัด,ประกอบกิจการร้านขายของชำ,501  หมู่ที่ 2,ต.ลำเพียก,อ.ครบุรี,จ.นครราชสีมา,30250
บจ.เก๊กโก้ โลจิสติกส์ จำกัด,ประกอบกิจการขนส่งและขนถ่ายสินค้า  และคนโดยสารทั้งทางบก  ทางน้ำ  ทางอากาศ  ทั้งภายในประเทศและระหว่างประเทศ รวมทั้งรับบริการนำของออกจากท่าเรือตามพิธีศุลกากรและการจัดระวางการขนส่งทุกชนิด,11  ถนนเทศบาล 35,ต.ปากช่อง,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.ศิรชัช ช้อป จำกัด,ประกอบกิจการ จำหน่ายสินค้าอุปโภคบริโภคทั่วไป,426  หมู่ที่ 4,ต.โคกกรวด,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30280
บจ.บันซู โซลูชัน  จำกัด,ประกอบกิจการรับออกแบบ ติดตั้ง วางระบบไฟฟ้าแรงสูง แรงต่ำ และขยายเขตออกแบบงานระบบไฟฟ้า เครื่องกล สุขาภิบาล และระบบดับเพลิง,217  หมู่ที่ 4,ต.หนองตะไก้,อ.หนองบุญมาก,จ.นครราชสีมา,30410
บจ.ทันฉิมพลีฟาร์ม จำกัด,ประกอบกิจการผลิตและจำหน่ายเนื้อสัตว์แช่เย็น และเนื้อสัตว์แช่แข็ง และผลิตภัณฑ์จากเนื้อสัตว์,13  หมู่ที่ 13,ต.งิ้ว,อ.ปักธงชัย,จ.นครราชสีมา,30150
บจ.ตังค์เติมเต็ม ช็อป จำกัด,ประกอบกิจการจำหน่ายอาหารและเครื่องดื่ม ขนม ของฝาก ของที่ระลึก และสินค้าโอทอปเป็นต้น,97/116  ซอย พิมพาราม 1 ถนนพิมพาราม,ต.ปากช่อง,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.พี.เอ็น.เอ็นจิเนียริ่ง 2026 จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,99  หมู่ที่ 7,ต.ตะโก,อ.ห้วยแถลง,จ.นครราชสีมา,30240
บจ.ทรีเคพี เวลธ์ จำกัด,ประกอบกิจการจําหน่ายอาหารเสริมและเครื่องสําอาง,669/17  หมู่ที่ 9,ต.บ้านใหม่,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.เฮ็ด โฮม เด้อ จำกัด,ประกอบกิจการค้าวัสดุก่อสร้าง,13  ถนนบ้านดอนแต้ว,ต.โนนสูง,อ.โนนสูง,จ.นครราชสีมา,30160
บจ.อัศวแอนด์โค จำกัด,ประกอบกิจการค้าผลิตภัณฑ์ไอศครีม เครื่องดื่ม ภายใต้แฟรนไชส์แบรนด์ มี่เสวี่ย (MIXUE),13  ถนนบ้านดอนแต้ว,ต.โนนสูง,อ.โนนสูง,จ.นครราชสีมา,30160
บจ.ป.รุ่งเรือง บี.เอส.เอ็น จำกัด,ประกอบกิจการ จำหน่ายเครื่องรีดนม อะไหล่ น้ำมันเครื่องรีด และอุปกรณ์เกี่ยวกับเครื่องรีดนมทุกชนิด ทั้งใหม่และเก่า,128/8  หมู่ที่ 10,ต.หนองสาหร่าย,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.โชคและบุตร2026 จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,37  หมู่ที่ 13,ต.สัมฤทธิ์,อ.พิมาย,จ.นครราชสีมา,30110
บจ.บ้านช่างทองโบราณ ซิลเวอร์แอนด์โกลด์ จำกัด,ประกอบกิจการค้าของเก่า อาทิเช่น ทอง นาค เงิน ทองคำขาว สิ่งโบราณาวัตถุและศิลปกรรมทุกชนิด ภาพวาด ภาพศิลป์ ตลอดจนสิ่งแกะสลักด้วยไม้ งา เขาสัตว์ กระดูกสัตว์ หนังสัตว์ สิ่งทอ และเครื่องจักสานต่างๆ,1044  หมู่ที่ 13,ต.จอหอ,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30310
บจ.สิทธิกร 1995 จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,193  หมู่ที่ 7,ต.ปรุใหญ่,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.3 มกรา มั่งคั่งดี จำกัด,ประกอบกิจการรับซื้อ รวบรวมและจำหน่ายผ้าไหมมัดหมี่ ผ้าไทย และสิ่งทอพื้นเมืองทุกชนิด จากช่างทอผ้าและผู้ผลิตโดยตรง ผ่านช่องทางอนไลน์ทุกประเภท,342  หมู่ที่ 1,ต.อุดมทรัพย์,อ.วังน้ำเขียว,จ.นครราชสีมา,30370
บจ.แกนเด้อ จำกัด,ประกอบกิจการติดตั้งโรงงานไฟฟ้าพลังงานแสงอาทิตย์และพลังงานอื่นๆ,399/39  หมู่ที่ 4,ต.ไชยมงคล,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.กู้ดลี่ไอเดียล จำกัด,ประกอบกิจการค้า เครื่องเคหภัณฑ์ เครื่องเรือน เฟอร์นิเจอร์ เครื่องแก้ว เครื่องครัว ตู้เย็น เครื่องปรับอากาศ เครื่องฟอกอากาศ พัดลม เครื่องดูดอากาศ หม้อหุงข้าวไฟฟ้า เตารีดไฟฟ้า เครื่องทำความร้อน เครื่องทำความเย็น เตาอบไมโครเวฟ เครื่องใช้ไฟฟ้า อุปกรณ์ไฟฟ้า รวมทั้งอะไหล่และอุปกรณ์ของสินค้าดังกล่าว,51/5  หมู่ที่ 14,ต.กลางดง,อ.ปากช่อง,จ.นครราชสีมา,30320
บจ.ลุงเก่ง กรุ๊ป จำกัด,ประกอบกิจการ ร้านอาหารและเครื่องดื่ม,868/1  ถนนมุขมนตรี,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.ทรัพย์พันวา ทรานสปอร์ต จำกัด,ประกอบกิจการให้บริการรถบรรทุก รถกระบะ และยานพาหนะทุกชนิดเพื่อการขนส่ง,74  หมู่ที่ 3,ต.บึงพะไล,อ.แก้งสนามนาง,จ.นครราชสีมา,30440
บจ.นันทกฤษ จำกัด,ประกอบกิจการซักรีดเสื้อผ้า  ตัดผม  แต่งผม  เสริมสวย,1/5  ถนน30 กันยา,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.เชลลี เอ็กซ์พอร์ต (ไทยแลนด์) จำกัด,นำเข้าส่งออก งานฝีมือ สินค้าโอทอป ทุกชนิด เช่น ลูกหอมดับกลิ่นเหม็น โมบาย เครื่องปั้นดินเผา ของชำร่วย,44  หมู่ที่ 4,ต.โตนด,อ.โนนสูง,จ.นครราชสีมา,30160
บจ.เอเดน เทรด จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,1  หมู่ที่ 4,ต.ตะโก,อ.ห้วยแถลง,จ.นครราชสีมา,30240
บจ.โคราช นูทรา อินเกรเดียร์ส จำกัด,เพื่อประกอบกิจการผลิต แปรรูป วิจัย และพัฒนาผลิตภัณฑ์จากฟักทองและพืชเกษตร ในรูปแบบวัตถุดิบ ส่วนผสมเชิงหน้าที่  (Functional Ingredients) และผลิตภัณฑ์อุตสาหกรรมเกษตรและอาหาร โดยใช้เทคโนโลยีและนวัตกรรมขั้นสูง,92  หมู่ที่ 10,ต.ท่าจะหลุง,อ.โชคชัย,จ.นครราชสีมา,30190
บจ.โอลิมปัส ดิเวลลอปเม้นท์ กรุ๊ป จำกัด,ประกอบกิจการซื้อ-ขาย อสังหาริมทรัพย์ ทุกประเภท,2  หมู่ที่ 11,ต.วังกะทะ,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.ดีลแลนด์ โปร จำกัด,ประกอบกิจการรับฝากขายที่ดิน อสังหาริมทรัพย์ทุกประเภทเป็นตัวแทนนายหน้า ซื้อ-ขาย เช่า อสังหาริมทรัพย์ให้คำปรึกษาด้านการ ลงทุนในที่ดิน ประเมินราคาที่ดินและทรัพย์สิน,53  หมู่ที่ 14,ต.ธารปราสาท,อ.โนนสูง,จ.นครราชสีมา,30420
บจ.ไทยช่างฮับ จำกัด,ประกอบกิจการให้บริการจัดหาช่างและแรงงานด้านงานก่อสร้างและซ่อมแซมทุกประเภทเป็นตัวแทนจัดหาผู้รับเหมา ช่างฝีมือ และแรงงานเฉพาะทาง ให้บริการประสานงานระหว่างลูกค้าและผู้ให้บริการ รับค่าบริการ ค่าจัดหา หรือค่านายหน้าจากการให้บริการ ให้คำปรึกษาเกี่ยวกับงานซ่อมแซม ปรับปรุง และก่อสร้าง,53  หมู่ที่ 14,ต.ธารปราสาท,อ.โนนสูง,จ.นครราชสีมา,30420
บจ.เอ็มซี ฝ้าเพดาน จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร บ้าน และโครงการต่างๆ ออกแบบ ควบคุม และบริหารงานก่อสร้างครบวงจร จำหน่ายวัสดุ ก่อสร้างที่เกี่ยวข้อง ให้บริการปรับปรุง ซ่อมแซม และต่อเติมอาคาร รับงานโครงสร้าง งานระบบ และงานตกแต่งภายใน,53  หมู่ที่ 14,ต.ธารปราสาท,อ.โนนสูง,จ.นครราชสีมา,30420
บจ.เอสเอ็มเอ็ม บิลด์ จำกัด,ประกอบกิจการให้บริการจัดหาช่างและแรงงานด้านงานก่อสร้างและซ่อมแซมทุกประเภท,53  หมู่ที่ 14,ต.ธารปราสาท,อ.โนนสูง,จ.นครราชสีมา,30420
บจ.ซันเวฟ โซลาร์ จำกัด,ประกอบกิจการจำหน่ายอุปกรณ์โซล่าเซลล์พร้อมบรอการติดตั้งครบวงจร,109  หมู่ที่ 17,ต.จันทึก,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.พงษ์ศิริฮาร์ดแวร์แอนด์อะกริเทค จำกัด,ประกอบกิจการจำหน่ายสินค้า อุปกรณ์ฮาร์ดแวร์ เครื่องมือช่าง อุปกรณ์ทางการเกษตร ระบบน้ำ ท่อน้ำประปา อุปกรณ์ไฟฟ้า เป็นต้น,118/61  ถนนเทศบาล 16,ต.ปากช่อง,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.ศุภชญา  แอนด์ โค จำกัด,จำหน่ายเครื่องสำอาง,249/24  หมู่ที่ 7,ต.กลางดง,อ.ปากช่อง,จ.นครราชสีมา,30320
บจ.พูนธนทรัพย์ รุ่งเรือง เอ็นจิเนียริ่ง แอนด์ ซัพพลาย จำกัด,ประกอบกิจการรับเหมาก่อสร้างอาคาร  อาคารพาณิชย์  อาคารที่พักอาศัย  สถานที่ทำการ  ถนน  สะพาน  เขื่อน  อุโมงค์ และงานก่อสร้างอย่างอื่นทุกชนิด  รวมทั้งรับทำงานโยธาทุกประเภท,929/114  หมู่ที่ 1,ต.บ้านเกาะ,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.คลินิกเพื่อนสัตว์เลี้ยงหมอฟ้า จำกัด,ประกอบกิจการให้บริการตรวจสุขภาพ ตรวจโรค ทำหมัน ทำคลอด ผ่าตัดและรักษาสัตว์เลี้ยงทุกประเภทโดยสัตวแพทย์,333/3  หมู่ที่ 17,ต.เมืองปัก,อ.ปักธงชัย,จ.นครราชสีมา,30150
บจ.ทรัพย์แสนสุข ฟู๊ดแพค จำกัด,ประกอบกิจการจำหน่ายบรรจุภัณฑ์บรรจุอาหารที่ผลิตจากพลาสติก กระดาษ และโฟม ทุกชนิด ทั้งขายปลีกและขายส่ง,1999/35  หมู่ที่ 1,ต.สุรนารี,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.พีจีอาร์ เอ็นเตอร์ไพรส์ กรุ๊ป จำกัด,ประกอบกิจการเป็นตัวแทนจำหน่ายดิจิทัลคอนเทนต์ และ/หรือ เครดิตหรือเหรียญดิจิทัลสำหรับใช้ภายในแพลตฟอร์มออนไลน์ ทั้งนี้ไม่ใช่ธุรกิจขายตรงและการตลาดแบบตรง,1/1  ซอย 6 (ถนนนิคมลำตะคอง) ถนนนิคมลำตะคอง,ต.หนองสาหร่าย,อ.ปากช่อง,จ.นครราชสีมา,30130
บจ.นันทพล เข็มเจาะ จำกัด,ประกอบกิจการรับจ้างเจาะ ตอก เสาเข็ม ทุกชนิด,187/5  ซอย มิตรภาพ 20,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.เกษรสวรรค์ แอดมินิสเทรชั่น เซอร์วิสเซส  จำกัด,ประกอบกิจการค้าเครื่องใช้สำนักงาน เครื่องมือสื่อสาร คอมพิวเตอร์ รวมทั้งอุปกรณ์และอะไหล่ของสินค้า,462  หมู่ที่ 7,ต.โพธิ์กลาง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.พีที บิลด์ดิง โปร จำกัด,ประกอบกิจการให้บริการ รับชุบ อาบ ขัดมัน เคลือบ ลงยา แกะสลัก พิมพ์ พ่นขัดด้วยทราย เชื่อม กลึง เจียระไน และแต่งสำเร็จโลหะ และผลิตภัณฑ์โลหะทุกชนิด รวมทั้งผลิตชิ้นส่วนอะไหล่เครื่องจักรทุกชนิด,888/147  ซอย วัดท่าตะโก,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.ทีเจเฮลท์แอนด์บิวตี้ จำกัด,ประกอบกิจการจำหน่ายสินค้าทางออนไลน์ ทั้งนี้ไม่ใช่ธุรกิจขายตรงและการตลาดแบบตรง,488/54  หมู่ที่ 14,ต.จอหอ,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30310
บจ.พี.ที.เอ.บิสสิเนส ลอร์ โพรเทคชั่น กรุ๊ป จำกัด,ประกอบกิจการให้บริการรักษาความปลอดภัยในชีวิต ร่างกาย และทรัพย์สิน รวมทั้งดูแลรักษาความปลอดภัยอาคารสถานที่ สำนักงาน โรงงาน และสถานที่ต่าง ๆ ทั่วราชอาณาจักร,999/441  หมู่ที่ 3,ต.ตลาด,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ. วันหลง อินเตอร์เนชั่นแนล เทรดดิ้ง (ประเทศไทย) จำกัด,ประกอบกิจการจำหน่ายเสื้อผ้า รวมถึงเครื่องประดับทุกชนิด ทั้งขายปลีก ขายส่ง และขายช่องทางออนไลน์ ทั้งนี้มิใช่ธุรกิจขายตรงหรือ ตลาดแบบตรง,39  หมู่ที่ 2,ต.โนนเพ็ด,อ.ประทาย,จ.นครราชสีมา,30180
บจ.เฮงล่ำซำ 168 จำกัด,ประกอบธุรกิจด้านสุขภาพ ความงาม ศัลยกรรมตกแต่ง เวชศาสตร์ชะลอวัย ฟื้นฟูร่างกายและสุขภาพ บำบัดร่างกายและสุขภาพ และรับบริหารจัดการธุรกิจด้านสุขภาพ ความงาม ศัลยกรรมตกแต่ง เวชศาสตร์ชะลอวัย ฟื้นฟูร่างกายและสุขภาพ บำบัดร่างกายและสุขภาพ รวมทั้งให้บริการเป็นที่ปรึกษาในด้านต่างๆ ที่เกี่ยวข้องกับการดังกล่าว,"79   ห้องเลขที่ KSBA3,4 หมู่ที่ 8 ถนนมิตรภาพ-หนองคาย",ต.หมื่นไวย,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.เอสทีเอสพี ฟาร์มา จำกัด,ประกอบกิจการค้า ยา ยารักษาโรค เภสัชภัณฑ์ เคมีภัณฑ์ เครื่องมือแพทย์ เครื่องมือเครื่องใช้ทางวิทยาศาสตร์ ปุ๋ย ยาปราบศัตรูพืช ยาบำรุงพืชและสัตว์ทุกชนิด,234  ชั้นที่ 2 ถนนพลแสน,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.หมูบิน มั่งคั่ง รับทรัพย์ไม่ จำกัด,ประกอบกิจการผลิตและจำหน่ายตรายาง ป้ายชื่อ และของชำร่วย ทุกชนิด,169  หมู่ที่ 2,ต.หมื่นไวย,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.ดีดีดี69 เอ็นจิเนียริ่ง  จำกัด,รับเหมางานระบบวิศวกรรม ติดตั้งระบบไฟฟ้าและสื่อสาร ติดตั้งระบบสุขาภิบาลและดับเพลิง ติดตั้งระบบปรับอากาศและบายอากาศ ติดตั้งระบบโซล่าเซลล์ รับเหมาก่อสร้าง,97  หมู่ที่ 5,ต.ตะโก,อ.ห้วยแถลง,จ.นครราชสีมา,30240
บจ.ยูเจ เมดิคอล กรุ๊ป จำกัด,ประกอบกิจการคลินิกเวชกรรม,141/4  ซอย มหาชัย 3 ถนนมหาชัย,ต.ในเมือง,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
บจ.บ้านอิงใจ จำกัด,ประกอบกิจการสถานพยาบาล คลินิกเวชกรรมและให้บริการทางการแพทย์ตามที่กฏหมายกำหนด,511  หมู่ที่ 5,ต.บ้านเกาะ,อ.เมืองนครราชสีมา,จ.นครราชสีมา,30000
